时间,时间,眉山.大石桥站110kV.平大Ⅱ回126有功值,眉山.大石桥站10kV.大玉Ⅰ回913有功值,眉山.大石桥站10kV.大玉Ⅱ回926有功值,眉山.大石桥站10kV.大江Ⅱ回922有功值,眉山.大石桥站10kV.大旭Ⅱ回927有功值,眉山.大石桥站10kV.大旭Ⅰ回931有功值,眉山.大石桥站10kV.大江Ⅰ回933有功值,眉山.大石桥站110kV.平大Ⅰ回大石桥支线122有功值,眉山.大石桥站10kV.大东线916负荷916有功值,眉山.大石桥站10kV.庄大三线大石桥负荷924有功值,眉山.大石桥站10kV.大文一线928负荷928有功值,眉山.大石桥站10kV.大文二线929负荷929有功值,眉山.大石桥站10kV.大圣线941负荷941有功值,眉山.大石桥站10kV.庄大一线大石桥负荷942有功值,眉山.大石桥站10kV.大锦线919负荷919有功值,眉山.大石桥站10kV.大高线911负荷911有功值,眉山.大石桥站10kV.大北线915负荷915有功值,眉山.大石桥站10kV.大南线925负荷925有功值,眉山.大石桥站10kV.庄大二线大石桥负荷917有功值,眉山.大石桥站#2主变-低有功值,眉山.大石桥站#1主变-低有功值,眉山.大石桥站10kV.大学线918负荷918有功值,眉山.大石桥站10kV.大安线932负荷932有功值,眉山.大石桥站10kV.大青线935负荷935有功值
2016/8/17,2:30:00,-36.57,2.482,2.708,1.387,3.111,2.836,2.719,0,3.811,1.014,1.937,1.874,3.482,2.808,0.819,0.08,0.19,3.256,1.241,-19.584,-17.618,0.08,0,0
2016/8/17,2:45:00,-35.872,2.431,2.664,1.329,3.05,2.836,2.785,0,3.786,0.976,1.874,1.874,3.216,2.682,0.789,0.077,0.183,3.219,1.215,-19.2,-17.253,0.073,0,0
2016/8/17,3:00:00,-34.905,2.418,2.635,1.321,2.977,2.705,2.617,0,3.71,0.976,1.861,1.823,3.013,2.65,0.775,0.08,0.175,3.146,1.215,-18.701,-16.814,0.073,0,0
2016/8/17,3:15:00,-34.798,2.33,2.621,1.299,2.952,2.624,2.661,0,3.646,0.963,1.849,1.798,3.393,2.556,0.753,0.08,0.183,3.117,1.165,-18.624,-16.777,0.08,0,0
2016/8/17,3:30:00,-34.529,2.279,2.533,1.299,2.904,2.697,2.566,0,3.621,0.963,1.811,1.785,3.418,2.556,0.731,0.073,0.183,3.044,1.152,-18.432,-16.595,0.073,0,0
2016/8/17,3:45:00,-34.314,2.33,2.562,1.314,2.904,2.646,2.515,0,3.596,0.95,1.773,1.747,3.494,2.524,0.731,0.077,0.175,2.964,1.177,-18.278,-16.485,0.073,0,0
2016/8/17,4:00:00,-33.562,2.089,2.526,1.27,2.843,2.566,2.478,0,3.57,0.95,1.785,1.722,3.355,2.492,0.709,0.08,0.175,2.986,1.165,-17.933,-16.156,0.073,0,0
2016/8/17,4:15:00,-32.918,2.051,2.475,1.27,2.867,2.5,2.442,0,3.52,0.925,1.735,1.684,3.089,2.524,0.716,0.08,0.175,2.898,1.139,-17.626,-15.827,0.073,0,0
2016/8/17,4:30:00,-32.22,2.064,2.453,1.256,2.782,2.566,2.456,0,3.494,0.912,1.709,1.646,2.887,2.398,0.687,0.077,0.175,2.854,1.089,-17.242,-15.498,0.073,0,0
2016/8/17,4:45:00,-32.274,1.962,2.424,1.248,2.782,2.668,2.368,0,3.444,0.9,1.684,1.633,3.203,2.366,0.694,0.077,0.168,2.759,1.102,-17.242,-15.498,0.073,0,0
2016/8/17,5:00:00,-31.307,1.962,2.409,1.226,2.684,2.325,2.339,0,3.393,0.862,1.621,1.583,2.988,2.366,0.665,0.08,0.175,2.701,1.152,-16.742,-15.059,0.073,0,0
2016/8/17,5:15:00,-30.77,1.988,2.336,1.241,2.647,2.339,2.339,0,3.343,0.862,1.595,1.595,2.823,2.303,0.658,0.077,0.175,2.664,1.051,-16.474,-14.804,0.066,0,0
2016/8/17,5:30:00,-30.985,1.95,2.321,1.212,2.599,2.442,2.251,0,3.305,0.824,1.595,1.621,3.343,2.208,0.658,0.069,0.161,2.643,1.076,-16.55,-14.877,0.066,0,0
2016/8/17,5:45:00,-31.092,1.937,2.321,1.285,2.635,2.529,2.251,0,3.33,0.836,1.583,1.798,3.039,2.24,0.643,0.077,0.161,2.584,1.064,-16.589,-14.913,0.066,0,0
2016/8/17,6:00:00,-30.34,1.886,2.278,1.263,2.574,2.266,2.244,0,3.241,0.836,1.545,1.773,2.912,2.24,0.629,0.077,0.161,2.555,1.102,-16.205,-14.584,0.066,0,0
2016/8/17,6:15:00,-29.535,1.785,2.285,1.161,2.513,2.31,2.127,0,3.216,0.824,1.418,1.469,3.178,2.145,0.636,0.077,0.154,2.467,0.95,-15.744,-14.146,0.066,0,0
2016/8/17,6:30:00,-28.837,1.937,2.234,1.219,2.428,2.215,2.186,0,3.051,0.824,1.38,1.583,2.861,1.988,0.643,0.084,0.154,2.416,0.937,-15.398,-13.853,0.058,0,0
2016/8/17,6:45:00,-28.891,1.874,2.248,1.219,2.489,2.237,2.091,0,3.115,0.786,1.443,1.671,2.671,1.956,0.607,0.084,0.161,2.438,0.924,-15.475,-13.926,0.058,0,0
2016/8/17,7:00:00,-28.568,1.912,2.132,1.321,2.379,2.186,2.039,0,3.077,0.773,1.633,1.646,2.532,1.893,0.614,0.077,0.168,2.416,0.899,-15.245,-13.707,0.058,0,0
2016/8/17,7:15:00,-28.676,1.849,2.154,1.299,2.538,2.273,2.076,0,3.115,0.76,1.722,1.456,2.456,1.956,0.607,0.077,0.154,2.431,0.937,-15.283,-13.78,0.066,0,0
2016/8/17,7:30:00,-28.891,2.026,2.19,1.555,2.452,2.251,1.981,0,3.127,0.786,1.709,1.469,2.406,1.925,0.621,0.08,0.154,2.57,0.924,-15.437,-13.853,0.058,0,0
2016/8/17,7:45:00,-30.126,2.051,2.752,1.423,2.599,2.244,2.032,0,3.343,0.811,1.747,1.481,2.431,1.83,0.621,0.164,0.19,2.599,0.937,-16.09,-14.511,0.066,0,0
2016/8/17,8:00:00,-31.951,2.114,2.978,1.672,2.843,2.376,2.113,0,3.545,0.798,1.773,1.494,2.773,1.925,0.643,0.201,0.197,2.723,1.013,-17.088,-15.352,0.073,0,0.068
2016/8/17,8:15:00,-33.938,2.102,3.066,1.81,3.111,2.566,2.39,0,3.925,0.836,1.861,1.557,2.861,1.988,0.658,0.164,0.212,2.949,1.051,-18.202,-16.339,0.058,0,0.088
2016/8/17,8:30:00,-35.979,2.279,3.227,1.964,3.404,2.939,2.427,0,4.102,0.887,1.849,1.595,2.937,2.114,0.643,0.172,0.227,3.168,1.076,-19.238,-17.326,0.095,0,0.107
2016/8/17,8:45:00,-37.966,2.342,3.548,1.854,3.465,3.26,2.566,0,4.33,0.874,1.95,1.747,3.393,2.082,0.673,0.164,0.256,3.438,1.127,-20.275,-18.276,0.073,0,0.097
2016/8/17,9:00:00,-41.134,2.558,3.716,1.934,3.709,3.809,2.785,0,4.621,0.811,1.975,1.874,3.912,2.272,0.694,0.172,0.387,3.621,1.19,-21.965,-19.738,0.073,0,0.097
2016/8/17,9:15:00,-42.745,2.57,4.037,1.818,4.014,3.882,2.946,0,4.799,0.786,2.102,1.988,3.912,2.366,0.709,0.172,0.307,3.876,1.253,-22.886,-20.579,0.088,0,0.097
2016/8/17,9:30:00,-44.249,2.659,4.176,1.803,4.099,4.013,3.121,0,4.9,0.798,2.026,1.912,4.469,2.366,0.797,0.164,0.351,4,1.355,-23.616,-21.237,0.088,0,0.078
2016/8/17,9:45:00,-45.054,2.76,4.227,1.898,4.209,4.021,3.129,0,5.14,0.811,2.102,1.886,4.381,2.429,0.819,0.175,0.409,4.124,1.329,-24.077,-21.675,0.088,0,0.088
2016/8/17,10:00:00,-46.397,2.722,4.234,1.898,4.368,4.159,3.202,0,5.216,0.849,2.279,2.152,4.241,2.556,0.826,0.172,0.482,4.285,1.418,-24.845,-22.297,0.11,0,0.097
2016/8/17,10:15:00,-47.417,2.76,4.278,1.942,4.343,4.342,3.275,0,5.343,0.824,2.216,2.254,4.431,2.682,0.848,0.168,0.431,4.431,1.431,-25.344,-22.808,0.102,0,0.097
2016/8/17,10:30:00,-48.491,2.95,4.278,1.891,4.49,4.189,3.392,0,5.419,0.862,2.444,2.304,4.761,2.776,0.863,0.172,0.431,4.504,1.469,-25.882,-23.284,0.102,0,0.088
2016/8/17,10:45:00,-50.156,2.975,4.424,1.964,4.746,4.269,3.626,0,5.457,0.925,2.418,2.317,4.799,2.871,0.921,0.172,0.512,4.796,1.507,-26.803,-24.088,0.102,0,0.088
2016/8/17,11:00:00,-52.411,3.216,4.504,2.015,4.795,4.576,3.757,0,5.697,0.963,2.671,2.228,5.482,3.029,0.958,0.168,0.497,4.979,1.633,-28.032,-25.221,0.11,0,0.088
2016/8/17,11:15:00,-53.593,3.178,4.643,2.022,4.953,4.832,3.925,0,5.951,0.938,2.507,2.38,5.077,3.123,0.98,0.186,0.409,5.241,1.912,-28.685,-25.769,0.095,0,0.078
2016/8/17,11:30:00,-55.096,3.279,4.694,2.051,5.1,4.591,4.137,0,5.925,1.052,2.646,2.583,5.849,3.155,1.045,0.175,0.461,5.241,1.912,-29.53,-26.5,0.102,0,0.088
2016/8/17,11:45:00,-54.774,3.267,4.767,2.168,5.087,4.934,4.021,0,5.887,1.064,2.482,2.684,5.001,3.155,1.045,0.175,0.461,5.402,1.697,-29.299,-26.354,0.095,0,0.097
2016/8/17,12:00:00,-54.72,3.127,4.716,2.146,5.148,4.898,4.006,0,5.875,1.026,2.608,2.646,4.874,3.344,1.06,0.186,0.468,5.541,1.76,-29.299,-26.317,0.102,0,0.088
2016/8/17,12:15:00,-54.506,3.14,4.767,2.227,5.148,4.583,4.145,0,5.773,1.077,2.558,2.76,4.849,3.218,1.082,0.183,0.417,5.46,1.823,-29.107,-26.171,0.095,0,0.068
2016/8/17,12:30:00,-56.439,3.241,4.825,2.248,5.356,4.934,4.306,0,5.925,1.077,2.482,2.849,4.799,3.534,1.111,0.179,0.548,5.701,1.836,-30.144,-27.158,0.095,0,0.068
2016/8/17,12:45:00,-57.352,3.33,4.803,2.263,5.429,5.351,4.393,0,6.09,1.09,2.596,2.811,4.988,3.534,1.126,0.175,0.439,5.716,1.861,-30.758,-27.633,0.088,0,0
2016/8/17,13:00:00,-57.513,3.317,4.672,2.241,5.441,5.11,4.415,0,6.128,1.09,2.608,2.836,5.356,3.597,1.14,0.179,0.446,5.716,1.912,-30.758,-27.67,0.102,0,0
2016/8/17,13:15:00,-57.352,3.38,4.694,2.278,5.478,4.861,4.437,0,6.014,0.912,2.671,2.95,5.102,3.66,1.118,0.179,0.468,5.752,1.937,-30.72,-27.597,0.088,0,0
2016/8/17,13:30:00,-56.922,3.406,4.504,2.263,5.417,5.139,4.247,0,6.039,1.077,2.545,2.899,4.963,3.66,1.133,0.183,0.431,5.796,1.823,-30.451,-27.341,0.095,0,0.088
2016/8/17,13:45:00,-59.392,3.292,4.519,2.27,5.27,5.11,4.225,0,6.103,3.928,2.697,2.887,4.824,3.597,1.148,0.175,0.453,5.628,1.785,-31.757,-28.547,0.088,0,0.068
2016/8/17,14:00:00,-59.285,3.406,4.592,2.256,5.148,4.795,4.13,0,6.001,3.902,2.659,2.76,5.419,3.597,1.111,0.183,0.453,5.592,1.811,-31.68,-28.437,0.11,0,0.078
2016/8/17,14:15:00,-58.963,3.178,4.621,2.227,5.173,4.978,4.13,0,6.103,3.877,2.785,2.823,4.988,3.565,1.133,0.175,0.497,5.431,1.811,-31.526,-28.328,0.095,0,0.088
2016/8/17,14:30:00,-58.855,3.216,4.599,1.971,5.209,5.11,4.152,0,6.014,3.864,2.633,2.811,5.482,3.565,1.126,0.172,0.417,5.3,1.747,-31.411,-28.291,0.102,0,0.088
2016/8/17,14:45:00,-59.124,3.229,4.723,2.037,5.307,5.088,4.211,0,6.09,3.776,2.811,2.785,5.128,3.66,1.097,0.175,0.439,5.38,1.735,-31.642,-28.401,0.117,0,0.088
2016/8/17,15:00:00,-58.157,3.279,4.643,2.007,5.246,4.825,4.174,0,6.001,3.788,3.14,2.279,4.837,3.565,1.089,0.183,0.504,5.402,1.709,-31.104,-27.962,0.102,0,0.088
2016/8/17,15:15:00,-58.372,3.317,4.716,2.124,5.197,4.985,4.035,0,6.052,3.814,3.191,2.152,5.28,3.155,1.082,0.183,0.417,5.336,1.735,-31.181,-28.035,0.11,0,0.097
2016/8/17,15:30:00,-58.318,3.317,4.76,2.029,5.234,5.066,4.137,0,6.115,3.776,3.14,2.266,4.837,3.376,1.126,0.183,0.387,5.402,1.722,-31.219,-28.108,0.102,0,0.078
2016/8/17,15:45:00,-58.103,3.267,4.577,2.088,5.258,4.752,4.035,0,6.077,3.712,3.102,2.279,5.381,3.66,1.118,0.186,0.395,5.344,1.659,-31.181,-27.889,0.102,0,0.088
2016/8/17,16:00:00,-58.103,3.267,4.621,2.073,5.209,4.788,4.094,0,6.052,3.687,3.115,2.292,4.925,3.691,1.104,0.186,0.534,5.271,1.697,-31.027,-27.889,0.102,0,0.078
2016/8/17,16:15:00,-58.748,3.38,4.592,2.117,5.222,5.066,4.021,0,6.065,3.7,2.937,2.304,5.47,3.597,1.104,0.183,0.424,5.256,1.811,-31.411,-28.255,0.088,0,0.078
2016/8/17,16:30:00,-58.426,3.482,4.657,2.117,5.209,5.08,4.042,0,6.039,3.712,2.874,2.57,4.963,3.502,1.075,0.179,0.475,5.373,1.735,-31.258,-28.108,0.102,0,0.097
2016/8/17,16:45:00,-58.64,3.343,4.65,2.299,5.209,4.868,4.042,0,6.001,3.826,2.747,2.633,4.874,3.597,1.067,0.175,0.512,5.599,1.773,-31.411,-28.255,0.102,0,0.097
2016/8/17,17:00:00,-58.748,3.279,4.701,2.329,5.234,4.788,4.035,0,6.103,3.763,2.659,2.532,4.963,3.47,1.045,0.19,0.461,5.847,1.899,-31.45,-28.255,0.088,0,0.088
2016/8/17,17:15:00,-59.607,3.368,4.73,2.336,5.331,5.212,4.057,0,6.09,3.94,2.596,2.52,4.811,3.534,1.082,0.186,0.482,5.884,2.038,-31.91,-28.693,0.095,0,0.097
2016/8/17,17:30:00,-58.372,3.406,4.665,2.321,5.197,4.686,3.933,0,6.014,4.016,2.469,2.608,4.558,3.47,1.045,0.186,0.446,5.738,2,-31.181,-28.035,0.102,0,0.088
2016/8/17,17:45:00,-56.815,3.191,4.307,2.351,4.965,4.423,3.816,0,5.571,4.016,2.469,2.684,4.368,3.597,1.075,0.19,0.519,5.796,1.899,-30.374,-27.304,0.095,0,0.078
2016/8/17,18:00:00,-56.224,3.026,4.059,2.227,4.978,4.678,3.728,0,5.368,4.004,2.406,2.798,4.685,3.439,1.067,0.179,0.512,5.862,1.962,-30.106,-27.048,0.095,0,0.088
2016/8/17,18:15:00,-54.344,2.861,3.92,2.205,4.917,4.437,3.648,0,4.9,4.054,2.368,2.76,4.317,3.439,1.009,0.183,0.439,5.694,1.924,-29.107,-26.135,0.08,0,0.068
2016/8/17,18:30:00,-53.7,2.785,3.942,2.227,4.795,4.123,3.706,0,4.9,3.991,2.393,2.659,3.988,3.376,1.001,0.183,0.585,5.709,1.798,-28.8,-25.806,0.095,0,0.078
2016/8/17,18:45:00,-52.626,2.811,3.811,2.19,4.66,4.306,3.597,0,4.862,3.978,2.241,2.646,3.786,3.281,1.016,0.175,0.446,5.577,1.773,-28.109,-25.294,0.095,0,0
2016/8/17,19:00:00,-51.928,2.773,3.803,2.175,4.599,4.101,3.64,0,4.773,3.94,2.254,2.671,3.912,3.155,0.987,0.175,0.461,5.497,1.697,-27.84,-25.038,0.095,0,0.068
2016/8/17,19:15:00,-50.8,2.583,3.672,2.117,4.49,3.852,3.501,0,4.621,3.763,2.304,2.621,3.735,3.092,0.972,0.175,0.592,5.417,1.773,-27.149,-24.417,0.095,0,0
2016/8/17,19:30:00,-50.317,2.545,3.643,2.044,4.355,4.101,3.465,0,4.558,3.763,2.203,2.608,3.71,3.06,0.958,0.186,0.497,5.49,1.76,-26.88,-24.161,0.102,0,0
2016/8/17,19:45:00,-50.156,2.545,3.621,2.029,4.294,4.072,3.421,0,4.545,3.788,2.254,2.608,3.646,3.06,0.936,0.179,0.504,5.482,1.722,-26.842,-24.088,0.095,0,0
2016/8/17,20:00:00,-52.787,2.76,3.65,2.095,4.416,4.006,3.626,0,4.862,3.928,2.38,2.811,4.419,3.218,0.928,0.179,0.585,5.511,1.899,-28.224,-25.404,0.095,0,0
2016/8/17,20:15:00,-54.237,2.937,3.65,2,4.599,4.269,3.86,0,5.001,4.156,2.494,2.836,4.419,3.407,1.009,0.186,0.556,5.519,1.962,-29.03,-26.135,0.102,0,0
2016/8/17,20:30:00,-56.761,3.153,3.825,2.073,4.721,4.788,3.991,0,5.09,4.422,2.368,3.039,4.672,3.47,1.097,0.186,0.526,5.76,1.937,-30.298,-27.304,0.095,0,0
2016/8/17,20:45:00,-58.64,3.279,3.862,2.161,4.856,4.722,4.079,0,5.343,4.713,2.52,3.115,4.773,3.723,1.192,0.172,0.643,5.877,2,-31.334,-28.218,0.102,0,0
2016/8/17,21:00:00,-60.735,3.444,4.037,2.19,5.002,4.803,4.386,0,5.495,4.929,2.722,3.089,5.191,3.944,1.323,0.183,0.556,5.928,2,-32.448,-29.132,0.11,0,0
2016/8/17,21:15:00,-62.453,3.57,4.146,2.219,5.209,5.241,4.496,0,5.672,5.182,2.836,3.064,5.09,4.165,1.374,0.095,0.526,6.001,2.051,-33.408,-30.009,0.11,0,0
2016/8/17,21:30:00,-63.849,3.646,4.278,2.256,5.417,5.102,4.561,0,5.773,5.423,2.95,3.153,5.381,4.322,1.396,0.088,0.49,6.095,2.102,-34.138,-30.704,0.117,0,0
2016/8/17,21:45:00,-64.386,3.71,4.227,2.263,5.502,4.861,4.664,0,5.9,5.613,3.026,3.216,5.318,4.417,1.469,0.088,0.439,6.11,2.089,-34.445,-30.923,0.146,0,0
2016/8/17,22:00:00,-64.547,3.849,4.3,2.248,5.478,5.168,4.708,0,5.989,5.727,3.14,3.153,5.077,4.007,1.499,0.091,0.417,6.103,2.064,-34.483,-31.033,0.139,0,0.068
2016/8/17,22:15:00,-65.192,3.798,4.292,2.256,5.441,5.08,4.737,0,5.963,5.778,3.102,3.33,5.28,4.48,1.52,0.084,0.402,6.117,2.026,-34.867,-31.325,0.124,0,0
2016/8/17,22:30:00,-64.172,3.748,4.344,2.248,5.417,4.73,4.73,0,5.963,5.79,3.165,3.292,4.963,4.543,1.447,0.084,0.329,5.979,2.064,-34.291,-30.886,0.132,0,0
2016/8/17,22:45:00,-63.634,3.621,4.241,2.175,5.319,4.766,4.642,0,5.963,5.778,3.14,3.229,5.242,4.543,1.418,0.088,0.314,5.825,2,-33.984,-30.594,0.124,0,0
2016/8/17,23:00:00,-61.648,3.583,4.081,2.059,5.209,4.978,4.466,0,5.811,5.587,3.013,3.14,4.735,4.322,1.396,0.091,0.292,5.65,1.975,-33.024,-29.68,0.117,0,0
2016/8/17,23:15:00,-60.144,3.355,3.913,1.971,5.014,4.825,4.32,0,5.647,5.448,2.925,2.823,5.128,4.385,1.338,0.091,0.292,5.511,1.886,-32.141,-28.949,0.132,0,0
2016/8/17,23:30:00,-57.62,3.279,3.862,1.927,4.843,4.423,4.152,0,5.419,5.359,2.874,2.722,4.545,4.196,1.301,0.088,0.3,5.234,1.912,-30.874,-27.706,0.11,0,0
2016/8/17,23:45:00,-56.922,3.178,3.738,1.869,4.685,4.569,4.072,0,5.356,5.157,2.823,2.671,5.026,4.102,1.228,0.088,0.307,5.008,1.849,-30.451,-27.377,0.117,0,0
2016/8/18,0:00:00,-53.324,3.026,3.526,1.73,4.416,4.108,3.867,0,5.166,5.03,2.671,2.456,4.178,3.975,1.221,0.088,0.263,4.687,1.709,-28.531,-25.66,0.11,0,0
2016/8/18,0:15:00,-51.982,2.95,3.482,1.672,4.258,3.787,3.757,0,5.077,4.916,2.583,2.368,4.558,3.723,1.17,0.091,0.256,4.417,1.646,-27.802,-24.965,0.11,0,0
2016/8/18,0:30:00,-50.371,2.937,3.446,1.621,4.111,3.874,3.692,0,4.938,4.815,2.545,2.241,3.976,3.723,1.133,0.095,0.249,4.234,1.633,-26.918,-24.197,0.102,0,0
2016/8/18,0:45:00,-50.156,2.849,3.343,1.584,3.989,3.94,3.728,0,4.862,4.637,2.456,2.38,4.317,3.565,1.126,0.084,0.249,4.219,1.583,-26.803,-24.088,0.102,0,0
2016/8/18,1:00:00,-48.008,2.836,3.263,1.555,3.88,3.501,3.56,0,4.71,4.574,2.393,2.33,3.798,3.565,1.089,0.088,0.241,4.03,1.583,-25.728,-23.137,0.102,0,0
2016/8/18,1:15:00,-47.417,2.937,3.197,1.555,3.831,3.553,3.48,0,4.634,4.46,2.38,2.317,3.697,3.47,1.067,0.091,0.234,3.927,1.532,-25.306,-22.735,0.095,0,0
2016/8/18,1:30:00,-46.719,2.899,3.124,1.526,3.709,3.735,3.414,0,4.52,4.435,2.304,2.279,3.596,3.376,1.038,0.084,0.234,3.891,1.507,-24.998,-22.443,0.095,0,0
2016/8/18,1:45:00,-46.397,2.773,3.11,1.482,3.611,3.64,3.392,0,4.393,4.371,2.279,2.228,4.216,3.25,1.016,0.088,0.219,3.803,1.456,-24.806,-22.333,0.095,0,0
2016/8/18,2:00:00,-44.678,2.861,3.073,1.46,3.55,3.151,3.289,0,4.495,4.257,2.228,2.178,3.532,3.218,0.98,0.08,0.219,3.679,1.494,-23.923,-21.493,0.095,0,0
2016/8/18,2:15:00,-44.517,2.735,2.993,1.445,3.526,3.311,3.282,0,4.393,4.232,2.203,2.127,3.9,3.155,0.965,0.08,0.197,3.628,1.481,-23.846,-21.456,0.095,0,0
2016/8/18,2:30:00,-44.303,2.735,3.008,1.423,3.526,3.516,3.143,0,4.381,4.13,2.165,2.114,3.76,3.123,0.928,0.077,0.197,3.621,1.443,-23.693,-21.31,0.088,0,0
2016/8/18,2:45:00,-42.853,2.709,2.964,1.431,3.44,3.085,3.121,0,4.267,4.067,2.165,2.089,3.431,3.029,0.936,0.084,0.205,3.577,1.38,-22.925,-20.652,0.088,0,0
2016/8/18,3:00:00,-42.208,2.482,2.942,1.431,3.428,3.121,3.056,0,4.229,4.042,2.114,1.583,3.811,3.06,0.928,0.08,0.19,3.54,1.367,-22.579,-20.323,0.088,0,0
2016/8/18,3:15:00,-41.725,2.418,2.862,1.402,3.355,3.216,3.026,0,4.203,3.978,2.089,1.557,3.76,2.997,0.921,0.077,0.197,3.489,1.342,-22.349,-20.067,0.088,0,0
2016/8/18,3:30:00,-40.973,2.659,2.913,1.38,3.355,3.019,2.982,0,4.14,3.902,2.076,1.545,3.368,2.966,0.914,0.077,0.197,3.409,1.304,-21.926,-19.702,0.08,0,0
2016/8/18,3:45:00,-40.49,2.57,2.818,1.372,3.331,2.931,3.004,0,4.115,3.877,2.038,1.557,3.355,2.903,0.877,0.084,0.197,3.358,1.317,-21.696,-19.519,0.088,0,0
2016/8/18,4:00:00,-40.597,2.558,2.825,1.358,3.27,2.997,2.946,0,3.988,3.788,2,1.519,3.824,2.903,0.877,0.084,0.183,3.263,1.317,-21.696,-19.555,0.088,0,0
2016/8/18,4:15:00,-39.255,2.33,2.803,1.343,3.27,3.026,2.887,0,3.912,3.738,1.988,1.481,3.153,2.776,0.855,0.077,0.197,3.241,1.279,-21.043,-18.897,0.08,0,0
2016/8/18,4:30:00,-38.986,2.304,2.774,1.358,3.196,3.004,2.858,0,3.988,3.624,1.937,1.469,3.203,2.839,0.826,0.08,0.197,3.168,1.266,-20.813,-18.751,0.088,0,0
2016/8/18,4:45:00,-38.127,2.254,2.708,1.336,3.099,2.917,2.778,0,3.862,3.56,1.886,1.443,3.191,2.713,0.819,0.08,0.183,3.161,1.266,-20.429,-18.349,0.08,0,0
2016/8/18,5:00:00,-38.557,2.266,2.694,1.321,3.123,2.946,2.749,0,3.836,3.497,1.874,1.823,3.431,2.682,0.789,0.08,0.183,3.117,1.215,-20.582,-18.568,0.08,0,0
2016/8/18,5:15:00,-37.859,2.19,2.65,1.343,3.099,2.866,2.785,0,3.798,3.434,1.849,1.861,3.178,2.682,0.797,0.077,0.183,3.088,1.228,-20.237,-18.203,0.073,0,0
2016/8/18,5:30:00,-38.127,2.19,2.694,1.343,3.05,2.814,2.727,0,3.773,3.396,1.823,1.811,3.684,2.619,0.768,0.088,0.168,3.073,1.228,-20.39,-18.313,0.08,0,0
2016/8/18,5:45:00,-37.536,2.19,2.592,1.38,3.05,2.851,2.705,0,3.748,3.37,1.798,1.836,3.305,2.587,0.76,0.084,0.168,3.044,1.291,-20.083,-18.02,0.073,0,0
2016/8/18,6:00:00,-37.321,2.178,2.592,1.358,3.062,2.792,2.624,0,3.773,3.345,1.798,1.849,3.216,2.587,0.775,0.084,0.168,2.964,1.304,-19.93,-17.947,0.073,0,0
2016/8/18,6:15:00,-36.999,2.178,2.526,1.343,2.989,2.77,2.654,0,3.71,3.231,1.735,2.076,3.229,2.556,0.753,0.088,0.175,2.913,1.266,-19.776,-17.801,0.073,0,0
2016/8/18,6:30:00,-35.549,2.127,2.497,1.409,2.83,2.624,2.471,0,3.52,3.117,1.557,1.937,3.241,2.398,0.731,0.084,0.175,2.84,1.114,-19.008,-17.106,0.073,0,0
2016/8/18,6:45:00,-35.174,2.178,2.445,1.694,2.818,2.61,2.456,0,3.583,3.015,1.583,1.912,2.988,2.366,0.731,0.088,0.168,2.73,1.076,-18.816,-16.96,0.08,0,0
2016/8/18,7:00:00,-34.744,2.127,2.533,1.518,2.757,2.58,2.339,0,3.494,2.977,1.671,1.823,2.798,2.335,0.702,0.091,0.175,2.825,1.038,-18.547,-16.704,0.073,0,0
2016/8/18,7:15:00,-34.744,2.114,2.482,1.606,2.806,2.646,2.303,0,3.469,2.825,1.849,1.684,3.001,2.335,0.658,0.084,0.175,2.905,1.038,-18.547,-16.668,0.066,0,0
2016/8/18,7:30:00,-33.831,2.203,2.562,1.394,2.83,2.412,2.281,0,3.418,2.762,1.924,1.494,2.735,2.177,0.673,0.161,0.168,2.84,0.988,-18.125,-16.302,0.073,0,0
2016/8/18,7:45:00,-35.012,2.076,2.832,1.526,3.001,2.792,2.208,0,3.608,2.648,1.76,1.646,3.343,2.145,0.643,0.099,0.183,2.701,1,-18.931,-16.814,0.066,0,0
2016/8/18,8:00:00,-36.086,2.178,3.154,1.526,3.221,2.646,2.317,0,3.735,2.737,1.798,1.633,3.102,2.145,0.68,0.168,0.314,2.81,1.038,-19.277,-17.326,0.08,0,0.068
2016/8/18,8:15:00,-36.194,2.178,3.183,1.569,3.123,2.507,2.303,0,3.988,2.623,1.849,1.659,2.95,2.114,0.68,0.106,0.227,3.022,1.102,-19.354,-17.399,0.102,0,0.068
2016/8/18,8:30:00,-38.342,2.304,3.351,1.599,3.111,3.209,2.383,0,4.216,2.585,1.861,1.659,3.57,2.051,0.665,0.168,0.285,3.132,1.139,-20.506,-18.459,0.08,0,0.078
2016/8/18,8:45:00,-39.523,2.406,3.46,1.613,3.526,3.406,2.529,0,4.381,2.585,1.886,1.773,3.33,2.145,0.651,0.124,0.278,3.241,1.228,-21.158,-19.007,0.088,0,0.068
2016/8/18,9:00:00,-42.316,2.494,3.832,1.686,3.782,3.509,2.822,0,4.533,2.547,1.95,1.937,4.077,2.114,0.673,0.128,0.3,3.475,1.215,-22.656,-20.359,0.102,0,0.088
2016/8/18,9:15:00,-44.303,2.697,3.913,2.066,4.014,4.064,2.968,0,4.71,2.534,2.14,1.962,3.963,2.24,0.665,0.161,0.373,3.635,1.241,-23.731,-21.346,0.102,0,0.088
2016/8/18,9:30:00,-45.001,2.684,4,2.051,4.026,4.057,3.026,0,4.811,2.559,2.114,1.962,3.836,2.335,0.687,0.132,0.373,3.738,1.279,-24.077,-21.639,0.088,0,0.097
